Time (s),PF,RR,BAT,MT
1.25421,2.447070,247.575000,2.447070,2.447070
1.25521,2.447020,247.572000,2.447020,2.447020
1.25621,2.446980,2.446980,2.446980,2.446980
1.25721,2.446940,247.567000,2.446940,2.446940
1.25821,2.446900,247.565000,2.446900,2.446900
1.25921,2.446850,2.489960,2.446850,2.446850
1.26021,2.446810,501.762000,6.169860,2.446810
1.26121,2.446770,3.014210,3974.940000,2.446770
1.26221,6.169650,2486.260000,3974.900000,6.169650
1.26321,3974.860000,250.216000,2.446680,3974.860000
1.26421,2.446640,247.551000,2.446640,2.446640
1.26521,2.446600,247.548000,2.446600,2.446600
1.26621,2.446550,2.510540,2.446550,2.446550
1.26721,2.446510,247.543000,2.446510,2.446510
1.26821,2.446470,3.160620,2.446470,2.446470
1.26921,2.446430,2.489520,2.446430,2.446430
1.27021,2.446380,6.387750,2.446380,2.446380
1.27121,2.446340,2.446340,3974.550000,2.446340
1.27221,6.168620,3974.510000,3974.510000,6.168620
1.27321,3974.480000,254.938000,2.446250,3974.480000
1.27421,2.446210,247.526000,2.446210,2.446210
1.27521,2.446170,247.524000,2.446170,2.446170
1.27621,2.446130,3.160180,2.446130,2.446130
1.27721,2.446080,247.519000,2.446080,2.446080
1.27821,2.446040,2.678860,2.446040,2.446040
1.27921,2.446000,3.160010,2.446000,2.446000
1.28021,2.445950,2.477720,2.445950,2.445950
1.28121,2.445910,2.445910,3974.170000,2.445910
1.28221,6.167600,3229.110000,3974.130000,6.167600
1.28321,3974.090000,3229.070000,2.445830,3974.090000
1.28421,2.445780,247.502000,2.445780,2.445780
1.28521,2.445740,247.500000,2.445740,2.445740
1.28621,2.445700,247.498000,2.445700,2.445700
1.28721,2.445650,247.495000,2.445650,2.445650
1.28821,2.445610,2.678390,2.445610,2.445610
1.28921,2.445570,3.159460,2.445570,2.445570
1.29021,2.445530,2.445530,2.445530,2.445530
1.29121,2.445480,3.878660,3973.780000,2.445480
1.29221,6.166570,2485.710000,3973.740000,6.166570
1.29321,3973.710000,2485.690000,2.445400,3973.710000
1.29421,2.445350,247.478000,2.445350,2.445350
1.29521,2.445310,2.576410,2.445310,2.445310
1.29621,2.445270,247.473000,2.445270,2.445270
1.29721,2.445230,3.159020,2.445230,2.445230
1.29821,2.445180,2.488250,2.445180,2.445180
1.29921,2.445140,2.971770,2.445140,2.445140
1.30021,2.445100,3.143080,2.445100,2.445100
1.30121,2.445050,3228.510000,3973.400000,2.445050
1.30221,6.165550,500.634000,3973.360000,6.165550
1.30321,3973.320000,3973.320000,2.444970,3973.320000
1.30421,2.444930,247.454000,2.444930,2.444930
1.30521,2.444880,3.158570,2.444880,2.444880
1.30621,2.444840,3.139820,2.444840,2.444840
1.30721,2.444800,247.447000,2.444800,2.444800
1.30821,2.444750,2.444750,2.444750,2.444750
1.30921,2.444710,2.543590,2.444710,2.444710
1.31021,2.444670,3973.050000,2.444670,2.444670
1.31121,2.444630,3973.010000,3973.010000,2.444630
1.31221,6.164520,3972.970000,3972.970000,6.164520
1.31321,3972.940000,10.977800,2.444540,3972.940000
1.31421,2.444500,247.430000,2.444500,2.444500
1.31521,2.444450,247.427000,2.444450,2.444450
1.31621,2.444410,2.444410,2.444410,2.444410
1.31721,2.444370,247.423000,2.444370,2.444370
1.31821,2.444330,247.420000,2.444330,2.444330
1.31921,2.444280,2.487330,2.444280,2.444280
1.32021,2.444240,3972.670000,2.444240,2.444240
1.32121,2.444200,3972.630000,3972.630000,2.444200
1.32221,6.163490,3972.590000,3972.590000,6.163490
1.32321,3972.550000,2.542960,2.444110,3972.550000
1.32421,2.444070,247.406000,2.444070,2.444070
1.32521,2.444030,247.403000,2.444030,2.444030
1.32621,2.443980,2.443980,2.443980,2.443980
1.32721,2.443940,247.398000,2.443940,2.443940
1.32821,2.443900,247.396000,2.443900,2.443900
1.32921,2.443860,2.486900,2.443860,2.443860
1.33021,2.443810,2.703520,2.443810,2.443810
1.33121,2.443770,3229.440000,3972.240000,2.443770
1.33221,6.162470,3972.200000,3972.200000,6.162470
1.33321,3972.170000,2.486720,2.443680,3972.170000
1.33421,2.443640,247.382000,2.443640,2.443640
1.33521,2.443600,247.379000,2.443600,2.443600
1.33621,2.443560,2.443560,2.443560,2.443560
1.33721,2.443510,247.374000,2.443510,2.443510
1.33821,2.443470,247.372000,2.443470,2.443470
1.33921,2.443430,2.486460,2.443430,2.443430
1.34021,2.443380,250.027000,2.443380,2.443380
1.34121,2.443340,3227.090000,3971.860000,2.443340
1.34221,6.161440,3227.230000,3971.820000,6.161440
1.34321,3971.780000,2.486290,2.443260,3971.780000
1.34421,2.443210,247.357000,2.443210,2.443210
1.34521,2.443170,247.355000,2.443170,2.443170
1.34621,2.443130,2.443130,2.443130,2.443130
1.34721,2.443080,247.350000,2.443080,2.443080
1.34821,2.443040,247.348000,2.443040,2.443040
1.34921,2.443000,2.486020,2.443000,2.443000
1.35021,2.442960,5.702350,2.442960,2.442960
1.35121,2.442910,3.140200,3971.470000,2.442910
1.35221,6.160410,3226.910000,3971.430000,6.160410
1.35321,3971.390000,2.743140,2.442830,3971.390000
1.35421,2.442780,247.333000,2.442780,2.442780
1.35521,2.442740,247.331000,2.442740,2.442740
1.35621,2.442700,2.442700,2.442700,2.442700
1.35721,2.442660,247.326000,2.442660,2.442660
1.35821,2.442610,247.323000,2.442610,2.442610
1.35921,2.442570,2.485590,2.442570,2.442570
1.36021,2.442530,254.108000,2.442530,2.442530
1.36121,2.442480,3.139640,3971.090000,2.442480
1.36221,6.159390,3226.600000,3971.050000,6.159390
1.36321,3971.010000,255.312000,2.442400,3971.010000
1.36421,2.442360,247.309000,2.442360,2.442360
1.36521,2.442310,247.307000,2.442310,2.442310
1.36621,2.442270,3.000510,2.442270,2.442270
1.36721,2.442230,247.302000,2.442230,2.442230
1.36821,2.442180,3.155080,2.442180,2.442180
1.36921,2.442140,2.485150,2.442140,2.442140
1.37021,2.442100,2.921120,2.442100,2.442100
1.37121,2.442060,2483.810000,3970.700000,2.442060
1.37221,6.158360,2483.780000,3970.660000,6.158360
1.37321,3970.620000,253.783000,2.441970,3970.620000
1.37421,2.441930,247.285000,2.441930,2.441930
1.37521,2.441880,247.282000,2.441880,2.441880
1.37621,2.441840,3.000000,2.441840,2.441840
1.37721,2.441800,247.278000,2.441800,2.441800
1.37821,2.441760,3.154530,2.441760,2.441760
1.37921,2.441710,2.484710,2.441710,2.441710
1.38021,2.441670,3.362390,2.441670,2.441670
1.38121,2.441630,1739.250000,3970.310000,2.441630
1.38221,6.157330,3970.280000,3970.280000,6.157330
1.38321,3970.240000,253.758000,2.441540,3970.240000
1.38421,2.441500,247.261000,2.441500,2.441500
1.38521,2.441460,247.258000,2.441460,2.441460
1.38621,2.441410,2.441410,2.441410,2.441410
1.38721,2.441370,247.253000,2.441370,2.441370
1.38821,2.441330,2.540050,2.441330,2.441330
1.38921,2.441280,2.484280,2.441280,2.441280
1.39021,2.441240,3.138000,2.441240,2.441240
1.39121,2.441200,3225.690000,3969.930000,2.441200
1.39221,6.156310,3225.660000,3969.890000,6.156310
1.39321,3969.850000,255.236000,2.441110,3969.850000
1.39421,2.441070,247.236000,2.441070,2.441070
1.39521,2.441030,247.234000,2.441030,2.441030
1.39621,2.440980,2.440980,2.440980,2.440980
1.39721,2.440940,3.153470,2.440940,2.440940
1.39821,2.440900,2.539610,2.440900,2.440900
1.39921,2.440860,2.539560,2.440860,2.440860
1.40021,2.440810,1493.340000,2.954540,2.440810
1.40121,2.440770,1740.780000,3969.540000,2.440770
1.40221,6.155280,3969.500000,3969.500000,6.155280
1.40321,3969.470000,254.208000,2.440690,3969.470000
1.40421,2.440640,247.212000,2.440640,2.440640
1.40521,2.440600,247.210000,2.440600,2.440600
1.40621,2.440560,2.472250,2.440560,2.440560
1.40721,2.440510,247.205000,2.440510,2.440510
1.40821,2.440470,2.966220,2.440470,2.440470
1.40921,2.440430,3.152810,2.440430,2.440430
1.41021,2.440390,2.701190,2.954020,2.440390
1.41121,2.440340,3.870250,3969.160000,2.440340
1.41221,6.154250,3969.120000,3969.120000,6.154250
1.41321,3969.080000,2.538940,2.440260,3969.080000
1.41421,2.440210,247.188000,2.440210,2.440210
1.41521,2.440170,247.186000,2.440170,2.440170
1.41621,2.440130,3.133880,2.440130,2.440130
1.41721,2.440090,2.483050,2.440090,2.440090
1.41821,2.440040,2.538710,2.440040,2.440040
1.41921,2.440000,247.176000,2.440000,2.440000
1.42021,2.439960,2.482920,2.439960,2.439960
1.42121,2.439910,3.136240,3968.770000,2.439910
1.42221,6.153230,3226.590000,3968.730000,6.153230
1.42321,3968.690000,6.636210,2.439830,3968.690000
1.42421,2.439790,247.164000,2.439790,2.439790
1.42521,2.439740,247.161000,2.439740,2.439740
1.42621,2.439700,2.471380,2.439700,2.439700
1.42721,2.439660,3.248170,2.439660,2.439660
1.42821,2.439610,2.538270,2.439610,2.439610
1.42921,2.439570,3.151700,2.439570,2.439570
1.43021,2.439530,2.755930,2.439530,2.439530
1.43121,2.439490,2482.360000,3968.380000,2.439490
1.43221,6.152200,3968.350000,3968.350000,6.152200
1.43321,3968.310000,255.134000,2.439400,3968.310000
1.43421,2.439360,247.139000,2.439360,2.439360
1.43521,2.439310,247.137000,2.439310,2.439310
1.43621,2.439270,3.729790,2.439270,2.439270
1.43721,2.439230,247.196000,2.439230,2.439230
1.43821,2.439190,2.439190,2.439190,2.439190
1.43921,2.439140,3.151140,2.439140,2.439140
1.44021,2.439100,3.135170,6.151380,2.439100
1.44121,2.439060,3225.990000,3968.000000,2.439060
1.44221,6.151170,3967.960000,3967.960000,6.151170
1.44321,3967.920000,255.108000,3.135000,3967.920000
1.44421,2.438930,247.115000,2.438930,2.438930
1.44521,2.438890,3.150810,2.438890,2.438890
1.44621,2.438840,2.438840,2.438840,2.438840
1.44721,2.438800,3.150700,2.438800,2.438800
1.44821,2.438760,2.470430,2.438760,2.438760
1.44921,2.438710,247.103000,2.438710,2.438710
1.45021,2.438670,13.975800,3.134600,2.438670
1.45121,2.438630,3223.810000,3967.610000,2.438630
1.45221,6.150150,3967.570000,3967.570000,6.150150
1.45321,3967.530000,255.083000,2.438540,3967.530000
1.45421,2.438500,247.091000,2.438500,2.438500
1.45521,2.438460,247.089000,2.438460,2.438460
1.45621,2.438410,2.470080,2.438410,2.438410
1.45721,2.438370,247.084000,2.438370,2.438370
1.45821,2.438330,2.469990,2.438330,2.438330
1.45921,2.438290,3.150030,2.438290,2.438290
1.46021,2.438240,2729.860000,2.438240,2.438240
1.46121,2.438200,3225.360000,10.952000,2.438200
1.46221,6.149120,3967.190000,3967.190000,6.149120
1.46321,3967.150000,247.454000,2.438110,3967.150000
1.46421,2.438070,247.067000,2.438070,2.438070
1.46521,2.438030,247.064000,2.438030,2.438030
1.46621,2.437990,2.437990,2.437990,2.437990
1.46721,2.437940,247.059000,2.437940,2.437940
1.46821,2.437900,2.963160,2.437900,2.437900
1.46921,2.437860,2.480780,2.437860,2.437860
1.47021,2.437810,4.527520,2.437810,2.437810
1.47121,2.437770,3966.840000,3966.840000,2.437770
1.47221,6.148090,3966.800000,3966.800000,6.148090
1.47321,3966.760000,4.309720,2.437690,3966.760000
1.47421,2.437640,247.042000,2.437640,2.437640
1.47521,2.437600,247.040000,2.437600,2.437600
1.47621,2.437560,2.437560,2.437560,2.437560
1.47721,2.437510,3.149040,2.437510,2.437510
1.47821,2.437470,247.033000,2.437470,2.437470
1.47921,2.437430,2.535980,2.437430,2.437430
1.48021,2.437390,249.486000,2.437390,2.437390
1.48121,2.437340,3222.700000,3966.450000,2.437340
1.48221,6.147060,3222.830000,3966.410000,6.147060
1.48321,3966.370000,3.017140,3.132740,3966.370000
1.48421,2.437210,247.018000,2.437210,2.437210
1.48521,2.437170,247.016000,2.437170,2.437170
1.48621,2.437130,2.468780,2.437130,2.437130
1.48721,2.437090,247.011000,2.437090,2.437090
1.48821,2.437040,247.008000,2.437040,2.437040
1.48921,2.437000,3.148370,2.437000,2.437000
1.49021,2.436960,1490.030000,3966.100000,2.436960
1.49121,2.436910,3222.380000,3966.060000,2.436910
1.49221,6.146040,3966.030000,3966.030000,6.146040
1.49321,3965.990000,2.535360,2.436830,3965.990000
1.49421,2.436790,246.994000,2.436790,2.436790
1.49521,2.436740,246.991000,2.436740,2.436740
1.49621,2.436700,2.436700,2.436700,2.436700
1.49721,2.436660,246.987000,2.436660,2.436660
1.49821,2.436610,246.984000,2.436610,2.436610
1.49921,2.436570,2.479470,2.436570,2.436570
1.50021,2.436530,2.823760,2.436530,2.436530
1.50121,2.436490,3.131720,3965.680000,2.436490
1.50221,6.145010,3965.640000,3965.640000,6.145010
1.50321,3965.600000,248.893000,2.436400,3965.600000
1.50421,2.436360,246.970000,2.436360,2.436360
1.50521,2.436310,246.967000,2.436310,2.436310
1.50621,2.436270,2.900210,2.436270,2.436270
1.50721,2.436230,2.534730,2.436230,2.436230
1.50821,2.436190,246.960000,2.436190,2.436190
1.50921,2.436140,2.479030,2.436140,2.436140
1.51021,2.436100,2.759110,2.436100,2.436100
1.51121,2.436060,3.131160,3965.290000,2.436060
1.51221,6.143980,4.032290,3965.250000,6.143980
1.51321,3965.210000,254.930000,2.435970,3965.210000
1.51421,2.435930,246.945000,2.435930,2.435930
1.51521,2.435890,246.943000,2.435890,2.435890
1.51621,2.435840,2.992780,2.435840,2.435840
1.51721,2.435800,246.938000,2.435800,2.435800
1.51821,2.435760,2.499460,2.435760,2.435760
1.51921,2.435720,3.146710,2.435720,2.435720
1.52021,2.435670,2.913280,2.435670,2.435670
1.52121,2.435630,3.862550,3964.900000,2.435630
1.52221,6.142960,3221.580000,3964.870000,6.142960
1.52321,3964.830000,253.404000,2.435540,3964.830000
1.52421,2.435500,246.921000,2.435500,2.435500
1.52521,2.435460,246.919000,2.435460,2.435460
1.52621,2.435420,3.456060,2.435420,2.435420
1.52721,2.435370,246.914000,2.435370,2.435370
1.52821,2.435330,2.478200,2.435330,2.435330
1.52921,2.435290,2.478160,2.435290,2.435290
1.53021,2.435240,3.130080,2.435240,2.435240
1.53121,2.435200,3.861840,3964.520000,2.435200
1.53221,6.141930,3221.260000,3964.480000,6.141930
1.53321,3964.440000,252.879000,2.435120,3964.440000
1.53421,2.435070,246.897000,2.435070,2.435070
1.53521,2.435030,2.477900,2.435030,2.435030
1.53621,2.434990,2.895540,2.434990,2.434990
1.53721,2.434940,246.889000,2.434940,2.434940
1.53821,2.434900,2.477770,2.434900,2.434900
1.53921,2.434860,2.477720,2.434860,2.434860
1.54021,2.434820,3.580100,2.434820,2.434820
1.54121,2.434770,4.030170,3964.130000,2.434770
1.54221,6.140900,3964.090000,3964.090000,6.140900
1.54321,3964.050000,254.853000,2.434690,3964.050000
1.54421,2.434640,246.872000,2.434640,2.434640
1.54521,2.434600,2.533030,2.434600,2.434600
1.54621,2.434560,2.434560,2.434560,2.434560
1.54721,2.434520,247.329000,2.434520,2.434520
1.54821,2.434470,2.663130,2.434470,2.434470
1.54921,2.434430,2.532850,2.434430,2.434430
1.55021,2.434390,2727.470000,2.434390,2.434390
1.55121,2.434340,3963.740000,3963.740000,2.434340
1.55221,6.139870,5.214240,3963.700000,6.139870
1.55321,3963.660000,253.928000,2.434260,3963.660000
1.55421,2.434220,246.848000,2.434220,2.434220
1.55521,2.434170,246.846000,2.434170,2.434170
1.55621,2.434130,2.434130,2.434130,2.434130
1.55721,2.434090,246.841000,2.434090,2.434090
1.55821,2.434040,2.958570,2.434040,2.434040
1.55921,2.434000,3.144490,2.434000,2.434000
1.56021,2.433960,3963.390000,2.433960,2.433960
1.56121,2.433920,3220.350000,3963.350000,2.433920
1.56221,6.138850,3222.180000,3963.320000,6.138850
1.56321,3963.280000,248.449000,2.433830,3963.280000
1.56421,2.433790,246.824000,2.433790,2.433790
1.56521,2.433740,246.821000,2.433740,2.433740
1.56621,2.433700,2.433700,2.433700,2.433700
1.56721,2.433660,246.817000,2.433660,2.433660
1.56821,2.433620,246.814000,2.433620,2.433620
1.56921,2.433570,3.143940,2.433570,2.433570
1.57021,2.433530,991.175000,2.433530,2.433530
1.57121,2.433490,3962.970000,3962.970000,2.433490
1.57221,6.137820,3221.860000,3962.930000,6.137820
1.57321,3962.890000,3.143710,2.433400,3962.890000
1.57421,2.433360,246.800000,2.433360,2.433360
1.57521,2.433320,246.797000,2.433320,2.433320
1.57621,2.433270,2.433270,2.433270,2.433270
1.57721,2.433230,246.792000,2.433230,2.433230
1.57821,2.433190,2.531560,2.433190,2.433190
1.57921,2.433140,3.143380,2.433140,2.433140
1.58021,2.433100,248.703000,2.433100,2.433100
1.58121,2.433060,2478.720000,3962.580000,2.433060
1.58221,6.136790,2478.700000,3962.540000,6.136790
1.58321,3962.500000,4.301550,2.432970,3962.500000
1.58421,2.432930,246.775000,2.432930,2.432930
1.58521,2.432890,246.773000,2.432890,2.432890
1.58621,2.432840,2.432840,2.432840,2.432840
1.58721,2.432800,246.768000,2.432800,2.432800
1.58821,2.432760,2.531110,2.432760,2.432760
1.58921,2.432720,3.142830,2.432720,2.432720
1.59021,2.432670,249.214000,2.432670,2.432670
1.59121,2.432630,3219.230000,3962.190000,2.432630
1.59221,6.135760,3219.370000,3962.150000,6.135760
1.59321,3962.110000,3.142600,2.432540,3962.110000
1.59421,2.432500,246.751000,2.432500,2.432500
1.59521,2.432460,246.748000,2.432460,2.432460
1.59621,2.432420,2.432420,2.432420,2.432420
1.59721,2.432370,246.744000,2.432370,2.432370
1.59821,2.432330,2.530660,2.432330,2.432330
1.59921,2.432290,3.142270,2.432290,2.432290
1.60021,2.432240,4.300290,2.432240,2.432240
1.60121,2.432200,3.126070,3961.800000,2.432200
1.60221,6.134730,3961.760000,3961.760000,6.134730
1.60321,3961.730000,248.507000,2.432120,3961.730000
1.60421,2.432070,246.726000,2.432070,2.432070
1.60521,2.432030,246.724000,2.432030,2.432030
1.60621,2.431990,2.431990,2.431990,2.431990
1.60721,2.431940,3.141830,2.431940,2.431940
1.60821,2.431900,2.530220,2.431900,2.431900
1.60921,2.431860,3.141720,2.431860,2.431860
1.61021,2.431820,4.516530,2.431820,2.431820
1.61121,2.431770,3.125500,10.925800,2.431770
1.61221,6.133710,3218.740000,3961.380000,6.133710
1.61321,3961.340000,3.010240,2.431690,3961.340000
1.61421,2.431640,246.766000,2.431640,2.431640
1.61521,2.431600,246.700000,2.431600,2.431600
1.61621,2.431560,2.987630,2.431560,2.431560
1.61721,2.431520,246.695000,2.431520,2.431520
1.61821,2.431470,2.474270,2.431470,2.431470
1.61921,2.431430,2.474230,2.431430,2.431430
1.62021,2.431390,2.746620,2.431390,2.431390
1.62121,2.431340,257.478000,10.924100,2.431340
1.62221,6.132680,3220.290000,10.923900,6.132680
1.62321,3960.950000,254.649000,2.431260,3960.950000
1.62421,2.431220,246.678000,2.431220,2.431220
1.62521,2.431170,246.675000,2.431170,2.431170
1.62621,2.431130,2.659500,2.431130,2.431130
1.62721,2.431090,3.140720,2.431090,2.431090
1.62821,2.431040,3.140660,2.431040,2.431040
1.62921,2.431000,2.473790,2.431000,2.431000
1.63021,2.430960,257.454000,2.430960,2.430960
1.63121,2.430920,2475.650000,10.922300,2.430920
1.63221,6.131650,3960.600000,3960.600000,6.131650
1.63321,3960.560000,253.126000,3.124260,3960.560000
1.63421,2.430790,246.653000,2.430790,2.430790
1.63521,2.430740,246.651000,2.430740,2.430740
1.63621,2.430700,2.430700,2.430700,2.430700
1.63721,2.430660,246.646000,2.430660,2.430660
1.63821,2.430620,246.644000,2.430620,2.430620
1.63921,2.430570,2.528830,2.430570,2.430570
1.64021,2.430530,4.022930,2.430530,2.430530
1.64121,2.430490,3960.250000,3960.250000,2.430490
1.64221,6.130620,2479.100000,3960.210000,6.130620
1.64321,3960.170000,2.752650,3960.170000,3960.170000
1.64421,2.430360,246.629000,2.430360,2.430360
1.64521,2.430320,246.627000,2.430320,2.430320
1.64621,2.430270,2.461840,2.430270,2.430270
1.64721,2.430230,246.622000,2.430230,2.430230
1.64821,2.430190,246.619000,2.430190,2.430190
1.64921,2.430140,2.472920,2.430140,2.430140
1.65021,2.430100,2.689680,3959.900000,2.430100
1.65121,2.430060,2477.020000,3959.860000,2.430060
1.65221,6.129590,1736.510000,3959.820000,6.129590
1.65321,3959.780000,250.078000,3959.780000,3959.780000
1.65421,2.429930,246.605000,2.429930,2.429930
1.65521,2.429890,247.065000,2.429890,2.429890
1.65621,2.429840,2.429840,2.429840,2.429840
1.65721,2.429800,3.139050,2.429800,2.429800
1.65821,2.429760,3.139000,2.429760,2.429760
1.65921,2.429720,2.472480,2.429720,2.429720
1.66021,2.429670,2.911770,3959.510000,2.429670
1.66121,2.429630,3959.470000,3959.470000,2.429630
1.66221,6.128570,3959.430000,3959.430000,6.128570
1.66321,3959.400000,3.007580,2.429540,3959.400000
1.66421,2.429500,246.580000,2.429500,2.429500
1.66521,2.429460,246.578000,2.429460,2.429460
1.66621,2.429420,2.429420,2.429420,2.429420
1.66721,2.429370,2.527580,2.429370,2.429370
1.66821,2.429330,2.952970,2.429330,2.429330
1.66921,2.429290,3.138390,2.429290,2.429290
1.67021,2.429240,3.345050,2.429240,2.429240
1.67121,2.429200,3216.880000,3959.080000,2.429200
1.67221,6.127540,3218.710000,3959.050000,6.127540
1.67321,3959.010000,6.083390,2.429120,3959.010000
1.67421,2.429070,2.527260,2.429070,2.429070
1.67521,2.429030,246.553000,2.429030,2.429030
1.67621,2.428990,2.657170,2.428990,2.428990
1.67721,2.428940,246.549000,2.428940,2.428940
1.67821,2.428900,2.952460,2.428900,2.428900
1.67921,2.428860,2.471610,2.428860,2.428860
1.68021,2.428820,2228.230000,2.428820,2.428820
1.68121,2.428770,3.851340,3958.700000,2.428770
1.68221,6.126510,3958.660000,3958.660000,6.126510
1.68321,3958.620000,3.137610,2.428690,3958.620000
1.68421,2.428640,246.532000,2.428640,2.428640
1.68521,2.428600,246.529000,2.428600,2.428600
1.68621,2.428560,2.428560,2.428560,2.428560
1.68721,2.428520,246.524000,2.428520,2.428520
1.68821,2.428470,246.522000,2.428470,2.428470
1.68921,2.428430,2.471170,2.428430,2.428430
1.69021,2.428390,5.218730,2.428390,2.428390
1.69121,2.428340,3.120980,3958.310000,2.428340
1.69221,6.125480,3216.220000,3958.270000,6.125480
1.69321,3958.230000,4.755920,2.428260,3958.230000
1.69421,2.428220,246.507000,2.428220,2.428220
1.69521,2.428170,246.505000,2.428170,2.428170
1.69621,2.428130,2.428130,2.428130,2.428130
1.69721,2.428090,246.500000,2.428090,2.428090
1.69821,2.428040,3.136780,2.428040,2.428040
1.69921,2.428000,2.526150,2.428000,2.428000
1.70021,2.427960,249.137000,2.427960,2.427960
1.70121,2.427920,3.120410,3957.920000,2.427920
1.70221,6.124450,2475.780000,3957.880000,6.124450
1.70321,3957.840000,254.444000,2.427830,3957.840000
1.70421,2.427790,246.483000,2.427790,2.427790
1.70521,2.427740,246.480000,2.427740,2.427740
1.70621,2.427700,2.655770,2.427700,2.427700
1.70721,2.427660,246.475000,2.427660,2.427660
1.70821,2.427620,3.136230,2.427620,2.427620
1.70921,2.427570,2.470290,2.427570,2.427570
1.71021,2.427530,3.175310,2.427530,2.427530
1.71121,2.427490,11.886100,3957.530000,2.427490
1.71221,6.123430,2475.530000,3957.490000,6.123430
1.71321,3957.450000,5.910250,2.427400,3957.450000
1.71421,2.427360,246.458000,2.427360,2.427360
1.71521,2.427320,246.918000,2.427320,2.427320
1.71621,2.427270,2.655310,2.427270,2.427270
1.71721,2.427230,246.451000,2.427230,2.427230
1.71821,2.427190,2.469900,2.427190,2.427190
1.71921,2.427140,2.469860,2.427140,2.427140
1.72021,2.427100,2.469810,2.427100,2.427100
1.72121,2.427060,3957.140000,3957.140000,2.427060
1.72221,6.122400,3957.100000,3957.100000,6.122400
1.72321,3957.060000,252.897000,2.426970,3957.060000
1.72421,2.426930,246.434000,2.426930,2.426930
1.72521,2.426890,246.431000,2.426890,2.426890
1.72621,2.426840,2.654840,2.426840,2.426840
1.72721,2.426800,3.135170,2.426800,2.426800
1.72821,2.426760,246.424000,2.426760,2.426760
1.72921,2.426720,2.524800,2.426720,2.426720
1.73021,2.426670,3956.790000,2.426670,2.426670
1.73121,2.426630,2475.070000,3956.750000,2.426630
1.73221,6.121370,2476.900000,3956.710000,6.121370
1.73321,3956.670000,252.872000,2.426540,3956.670000
1.73421,2.426500,246.409000,2.426500,2.426500
1.73521,2.426460,246.407000,2.426460,2.426460
1.73621,2.426420,2.457930,2.426420,2.426420
1.73721,2.426370,246.402000,2.426370,2.426370
1.73821,2.426330,246.400000,2.426330,2.426330
1.73921,2.426290,3.134510,2.426290,2.426290
1.74021,2.426240,3956.400000,2.426240,2.426240
1.74121,2.426200,3214.500000,3956.360000,2.426200
1.74221,6.120340,3956.320000,3956.320000,6.120340
1.74321,3956.280000,2.524180,3.118040,3956.280000
1.74421,2.426070,246.385000,2.426070,2.426070
1.74521,2.426030,246.383000,2.426030,2.426030
1.74621,2.425990,2.425990,2.425990,2.425990
1.74721,2.425940,246.378000,2.425940,2.425940
1.74821,2.425900,246.375000,2.425900,2.425900
1.74921,2.425860,3.133950,2.425860,2.425860
1.75021,2.425820,2.715500,3.117640,2.425820
1.75121,2.425770,3216.200000,3955.970000,2.425770
1.75221,6.119310,3214.710000,3955.930000,6.119310
1.75321,3955.890000,248.276000,2.425690,3955.890000
1.75421,2.425640,246.361000,2.425640,2.425640
1.75521,2.425600,246.358000,2.425600,2.425600
1.75621,2.425560,2.425560,2.425560,2.425560
1.75721,2.425520,246.353000,2.425520,2.425520
1.75821,2.425470,2.523510,2.425470,2.425470
1.75921,2.425430,3.133400,2.425430,2.425430
1.76021,2.425390,250.750000,2.425390,2.425390
1.76121,2.425340,9.852240,3955.580000,2.425340
1.76221,6.118280,3955.540000,3955.540000,6.118280
1.76321,3955.500000,247.589000,2.425260,3955.500000
1.76421,2.425220,246.336000,2.425220,2.425220
1.76521,2.425170,246.334000,2.425170,2.425170
1.76621,2.425130,2.425130,2.425130,2.425130
1.76721,2.425090,246.329000,2.425090,2.425090
1.76821,2.425040,2.523060,2.425040,2.425040
1.76921,2.425000,3.132840,2.425000,2.425000
1.77021,2.424960,248.768000,2.424960,2.424960
1.77121,2.424920,3.116460,3955.190000,2.424920
1.77221,6.117250,11.873200,3955.150000,6.117250
1.77321,3955.110000,246.793000,2.424830,3955.110000
1.77421,2.424790,246.312000,2.424790,2.424790
1.77521,2.424740,246.309000,2.424740,2.424740
1.77621,2.424700,2.652510,2.424700,2.424700
1.77721,2.424660,246.304000,2.424660,2.424660
1.77821,2.424620,3.132340,2.424620,2.424620
1.77921,2.424570,2.467240,2.424570,2.424570
1.78021,2.424530,6.719550,2.424530,2.424530
1.78121,2.424490,3.115890,3954.800000,2.424490
1.78221,6.116230,2471.970000,3954.760000,6.116230
1.78321,3954.720000,254.238000,3.115780,3954.720000
1.78421,2.424360,246.287000,2.424360,2.424360
1.78521,2.424320,246.349000,2.424320,2.424320
1.78621,2.424270,2.652050,2.424270,2.424270
1.78721,2.424230,246.280000,2.424230,2.424230
1.78821,2.424190,3.131790,2.424190,2.424190
1.78921,2.424140,2.466800,2.424140,2.424140
1.79021,2.424100,3.170700,3.115380,2.424100
1.79121,2.424060,11.869200,3954.410000,2.424060
1.79221,6.115200,3954.370000,3954.370000,6.115200
1.79321,3954.330000,251.822000,2.423970,3954.330000
1.79421,2.423930,246.263000,2.423930,2.423930
1.79521,2.423890,246.260000,2.423890,2.423890
1.79621,2.423840,2.651580,2.423840,2.423840
1.79721,2.423800,246.255000,2.423800,2.423800
1.79821,2.423760,3.131230,2.423760,2.423760
1.79921,2.423720,2.466360,2.423720,2.423720
